名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
サンダー(原種),178,117,最遅,,100,0,94
サンダー(ガラルのすがた),179,118,最遅,,100,0,94
ミュウ,186,125,最遅,,100,0,94
バクフーン(原種),192,131,最遅,,100,0,94
ケッキング,332,235,最遅,,100,0,94
フライゴン,373,256,最遅,,100,0,94
ボーマンダ,416,280,最遅,,100,0,94
ムクホーク,444,298,最遅,,100,0,94
カラナクシ,470,313,最速,,34,0,94
スカンプー,482,321,無振,,74,0,94
フカマル,491,328,準速,,42,0,94
パルキア(通常),538,368,最遅,,100,0,94
シェイミ(ランドフォルム),548,374,最遅,,100,0,94
クルミル,598,394,準速,,42,0,94
クルマユ,599,395,準速,,42,0,94
ワルビル,613,405,無振,,74,0,94
ウルガモス,707,456,最遅,,100,0,94
フラベベ,747,481,準速,,42,0,94
モクロー,814,515,準速,,42,0,94
オニシズクモ,851,550,準速,,42,0,94
キュワワー,863,558,最遅,,100,0,94
カジリガメ,937,586,無振,,74,0,94
マホミル,972,610,最速,,34,0,94
リククラゲ,1069,696,最遅,,100,0,94
イルカマン(マイティフォルム),1085,711,最遅,,100,0,94
ボチ,1092,718,最速,,34,0,94
イーユイ,1129,753,最遅,,100,0,94
ヨーギラス,287,204,準速,,41,0,93
ナックラー,371,254,準速,スカーフ,10,0,93
ドータクン,485,324,最速,,33,0,93
ウソハチ,486,325,準速,スカーフ,10,0,93
ウソハチ,486,325,準速,びびり,10,1,93
ゴンベ,494,331,最速,スカーフ,5,0,93
テールナー,731,468,無振,,73,0,93
カラマネロ,767,490,無振,,73,0,93
オリーニョ,1046,676,最速,,33,0,93
ハルクジラ,1096,722,無振,,73,0,93
コレクレー(はこフォルム),1124,748,準速,スカーフ,10,0,93
コレクレー(はこフォルム),1124,748,準速,びびり,10,1,93
キチキギス,1143,765,最遅,,99,0,93
サンド(原種),29,14,準速,,40,0,92
サンド(アローラのすがた),30,15,準速,,40,0,92
クサイハナ,50,27,準速,,40,0,92
マダツボミ,82,49,準速,,40,0,92
シェルダー,113,74,準速,,40,0,92
タマタマ,127,85,準速,,40,0,92
サイドン,140,94,準速,,40,0,92
ポリゴン,169,113,準速,,40,0,92
アリアドス,204,141,準速,,40,0,92
マリル,219,151,準速,,40,0,92
フォレトス,243,172,準速,,40,0,92
ヒメグマ,256,183,準速,,40,0,92
ゴマゾウ,272,194,準速,,40,0,92
ミズゴロウ,299,213,準速,,40,0,92
ラルトス,323,226,準速,,40,0,92
ゴクリン,359,247,準速,,40,0,92
バクーダ,366,250,準速,,40,0,92
ポッチャマ,439,293,準速,,40,0,92
ビークイン,464,309,準速,,40,0,92
ヒポポタス,497,334,最速,,32,0,92
ユキカブリ,507,340,準速,,40,0,92
ドサイドン,512,344,準速,,40,0,92
ダイノーズ,524,354,準速,,40,0,92
ドテッコツ,591,392,準速,,40,0,92
バスラオ(あかすじ),610,402,最遅,,98,0,92
バスラオ(しろすじ),611,403,最遅,,98,0,92
スワンナ,649,422,最遅,,98,0,92
シビビール,671,430,準速,,40,0,92
クマシュン,681,438,準速,,40,0,92
サザンドラ,705,454,最遅,,98,0,92
シシコ,745,479,無振,,72,0,92
ヌメラ,784,499,準速,,40,0,92
ヌメイル(ヒスイのすがた),786,501,準速,,40,0,92
アシマリ,821,522,準速,,40,0,92
アマカジ,860,555,最速,,32,0,92
アマージョ,862,557,無振,,72,0,92
エレズン,951,598,準速,,40,0,92
ゾウドウ,984,621,準速,,40,0,92
ダクマ,1000,632,無振,,72,0,92
テツノイバラ,1119,744,無振,,72,0,92
カミッチュ,1138,760,準速,,40,0,92
ラブカス,413,277,最遅,,97,0,91
ナエトル,433,287,最速,,31,0,91
トリトドン,471,314,準速,,39,0,91
ドンカラス,478,319,無振,,71,0,91
オノノクス,680,437,最遅,,97,0,91
ケロマツ,733,470,無振,,71,0,91
ゲコガシラ,734,471,最遅,,97,0,91
サダイジャ,947,594,無振,,71,0,91
ミブリム,960,603,準速,,39,0,91
モルペコ,983,620,最遅,,97,0,91
ウーラオス(いちげきのかた),1001,633,最遅,,97,0,91
ウーラオス(れんげきのかた),1002,634,最遅,,97,0,91
オリーヴァ,1047,677,準速,,39,0,91
ナゾノクサ,49,26,最速,,30,0,90
ディグダ(原種),56,31,最遅,,95,0,90
マンキー,67,40,無振,,70,0,90
オコリザル,68,41,最遅,,95,0,90
ウインディ(原種),71,44,最遅,,95,0,90
ニョロボン,75,48,無振,,70,0,90
ウツボット,84,51,無振,,70,0,90
メノクラゲ,85,52,無振,,70,0,90
ヤドラン(原種),99,62,最速,,30,0,90
ヤドラン(ガラルのすがた),100,63,最速,,30,0,90
レアコイル,102,65,無振,,70,0,90
ジュゴン,108,69,無振,,70,0,90
パルシェン,114,75,無振,,70,0,90
ゴースト,116,77,最遅,,95,0,90
カビゴン,175,114,最速,,30,0,90
フリーザー(ガラルのすがた),177,116,最遅,,95,0,90
ハクリュー,183,122,無振,,70,0,90
バクフーン(ヒスイのすがた),193,132,最遅,,95,0,90
ヨルノズク,200,139,無振,,70,0,90
イトマル,203,140,最速,,30,0,90
ウソッキー,221,153,最速,,30,0,90
ニョロトノ,222,154,無振,,70,0,90
ヒマナッツ,227,159,最速,,30,0,90
キマワリ,228,160,最速,,30,0,90
ヤンヤンマ,229,161,最遅,,95,0,90
ヤドキング(原種),236,167,最速,,30,0,90
ヤドキング(ガラルのすがた),237,168,最速,,30,0,90
ブルー,247,175,最速,,30,0,90
マグカルゴ,259,186,最速,,30,0,90
エアームド,268,190,無振,,70,0,90
ヘルガー,270,192,最遅,,95,0,90
カポエラー,278,200,無振,,70,0,90
エレキッド,280,201,最遅,,95,0,90
キモリ,293,207,無振,,70,0,90
ジュプトル,294,208,最遅,,95,0,90
グラエナ,303,217,無振,,70,0,90
ハスボー,313,218,最速,,30,0,90
ルンパッパ,315,220,無振,,70,0,90
タネボー,316,221,最速,,30,0,90
キノガッサ,329,232,無振,,70,0,90
ナマケロ,330,233,最速,,30,0,90
ノズパス,342,239,最速,,30,0,90
プラスル,354,243,最遅,,95,0,90
マイナン,355,244,最遅,,95,0,90
ビブラーバ,372,255,無振,,70,0,90
ダンバル,417,281,最速,,30,0,90
メタグロス,419,283,無振,,70,0,90
レックウザ,427,286,最遅,,95,0,90
レントラー,451,303,無振,,70,0,90
タテトプス,456,306,最速,,30,0,90
トリデプス,457,307,最速,,30,0,90
ミツハニー,463,308,無振,,70,0,90
パチリス,465,310,最遅,,95,0,90
フワンテ,473,316,無振,,70,0,90
ピンプク,488,326,最速,,30,0,90
エレキブル,514,345,最遅,,95,0,90
メガヤンマ,517,347,最遅,,95,0,90
リーフィア,518,348,最遅,,95,0,90
グライオン,520,350,最遅,,95,0,90
ユクシー,533,363,最遅,,95,0,90
ダイケンキ(原種),560,385,無振,,70,0,90
チュリネ,606,399,最速,,30,0,90
ゾロア(ヒスイのすがた),637,410,無振,,70,0,90
ダブラン,646,419,最速,,30,0,90
ランクルス,647,420,最速,,30,0,90
メブキジカ,654,424,最遅,,95,0,90
モロバレル,659,426,最速,,30,0,90
キリキザン,694,446,無振,,70,0,90
モノズ,703,452,準速,,38,0,90
ハリマロン,727,464,準速,,38,0,90
クズモー,770,491,最速,,30,0,90
ボクレー,790,505,準速,,38,0,90
クレベース(ヒスイのすがた),802,509,準速,,38,0,90
フーパ(いましめられしフーパ),811,513,無振,,70,0,90
ボルケニオン,813,514,無振,,70,0,90
ジュナイパー(原種),816,517,無振,,70,0,90
ニャビー,818,519,無振,,70,0,90
ミミッキュ,878,565,最遅,,96,0,90
メッソン,919,577,無振,,70,0,90
タンドン,940,587,最速,,30,0,90
セキタンザン,942,589,最速,,30,0,90
アップリュー,944,591,無振,,70,0,90
タルップル,945,592,最速,,30,0,90
ポットデス,959,602,無振,,70,0,90
ギモー,964,607,無振,,70,0,90
イシヘンジン,978,616,無振,,70,0,90
イエッサン(オスのすがた),981,618,最遅,,95,0,90
ダイオウドウ,985,622,最速,,30,0,90
ブリザポス,1006,638,最速,,30,0,90
バウッツェル,1044,674,最遅,,95,0,90
ミニーブ,1045,675,最速,,30,0,90
カイデン,1060,687,無振,,70,0,90
ノノクラゲ,1068,695,無振,,70,0,90
シガロコ,1073,700,最速,,30,0,90
ウミディグダ,1080,707,最遅,,95,0,90
ミガルーサ,1097,723,無振,,70,0,90
チオンジェン,1126,750,無振,,70,0,90
ヤバソチャ,1140,762,無振,,70,0,90
コフーライ,743,477,最速,,29,0,89
ヒバニー,916,574,無振,,69,0,89
ラビフット,917,575,最遅,,94,0,89
ブリムオン,962,605,最速,,29,0,89
デカヌチャン,1079,706,最遅,,94,0,89
ブーバー,155,100,最遅,,93,0,88
ハヤシガメ,434,288,準速,,36,0,88
モグリュー,587,389,無振,,68,0,88
ゴーゴート,751,485,無振,,68,0,88
ニャスパー,755,486,無振,,68,0,88
カチコール,800,507,最速,,28,0,88
クレベース(原種),801,508,最速,,28,0,88
デンヂムシ,830,531,準速,,36,0,88
オドリドリ(めらめらスタイル),834,535,最遅,,93,0,88
オドリドリ(ぱちぱちスタイル),835,536,最遅,,93,0,88
オドリドリ(ふらふらスタイル),836,537,最遅,,93,0,88
オドリドリ(まいまいスタイル),837,538,最遅,,93,0,88
ホゲータ,1024,654,準速,,36,0,88
ハカドッグ,1093,719,無振,,68,0,88
ピッピ,39,18,準速,,35,0,87
ゴローン(原種),89,56,準速,,35,0,87
ゴローン(アローラのすがた),90,57,準速,,35,0,87
スリーパー,120,80,無振,,67,0,87
ドガース,136,90,準速,,35,0,87
チョンチー,206,142,無振,,67,0,87
ランターン,207,143,無振,,67,0,87
メリープ,215,147,準速,,35,0,87
ヌオー,232,163,準速,,35,0,87
バルキー,277,199,準速,,35,0,87
ポチエナ,302,216,準速,,35,0,87
キノココ,328,231,準速,,35,0,87
ドンメル,365,249,準速,,35,0,87
サボネア,374,257,準速,,35,0,87
ヘイガニ,384,265,準速,,35,0,87
ミカルゲ,490,327,準速,,35,0,87
ドッコラー,590,391,準速,,35,0,87
ハハコモリ,600,396,最遅,,92,0,87
ワルビアル,614,406,最遅,,92,0,87
オノンド,679,436,無振,,67,0,87
ゴビット,691,443,準速,,35,0,87
コフキムシ,742,476,準速,,35,0,87
ドヒドイデ,847,546,準速,,35,0,87
バンバドロ,849,548,準速,,35,0,87
カリキリ,852,551,準速,,35,0,87
シロデスナ,869,562,準速,,35,0,87
ハギギシリ,879,566,最遅,,92,0,87
アーマーガア,926,584,無振,,67,0,87
グルトン,1030,660,準速,,35,0,87
ワナイダー,1034,664,準速,,35,0,87
エクスレッグ,1036,666,最遅,,92,0,87
イキリンコ(グリーンフェザー),1048,678,最遅,,92,0,87
ジオヅム,1053,680,準速,,35,0,87
キョジオーン,1054,681,準速,,35,0,87
カルボウ,1055,682,準速,,35,0,87
ヘイラッシャ,1098,724,準速,,35,0,87
テラパゴス,1148,770,最速,スカーフ,1,0,87
ブリジュラス,1149,771,最速,スカーフ,1,0,87
タケルライコ,1150,772,最速,スカーフ,1,0,87
テツノカシラ,1151,773,最速,スカーフ,1,0,87
ヤミカラス,235,166,最遅,,91,0,86
カラナクシ,470,313,準速,,34,0,86
ケイコウオ,504,338,無振,,66,0,86
ネオラント,505,339,最遅,,91,0,86
ロトム(通常),527,357,最遅,,91,0,86
モンメン,604,397,無振,,66,0,86
ランドロス(れいじゅうフォルム),718,462,最遅,,91,0,86
シズクモ,850,549,最速,,27,0,86
サシカマス,949,596,無振,,66,0,86
マホミル,972,610,準速,,34,0,86
ラウドボーン,1026,656,無振,,66,0,86
ボチ,1092,718,準速,,34,0,86
ヒトカゲ,3,3,無振,,65,0,85
ピカチュウ,26,11,最遅,,90,0,85
サンドパン(原種),31,16,無振,,65,0,85
サンドパン(アローラのすがた),32,17,無振,,65,0,85
ロコン(原種),41,20,無振,,65,0,85
ロコン(アローラのすがた),42,21,無振,,65,0,85
モルフォン,55,30,最遅,,90,0,85
ディグダ(アローラのすがた),57,32,最遅,,90,0,85
ニャース(原種),60,35,最遅,,90,0,85
ウインディ(ヒスイのすがた),72,45,最遅,,90,0,85
ニョロモ,73,46,最遅,,90,0,85
ニョロゾ,74,47,最遅,,90,0,85
シャワーズ,166,110,無振,,65,0,85
ブースター,168,112,無振,,65,0,85
ファイヤー(原種),180,119,最遅,,90,0,85
ファイヤー(ガラルのすがた),181,120,最遅,,90,0,85
ヒノアラシ,190,129,無振,,65,0,85
オオタチ,198,137,最遅,,90,0,85
ブラッキー,234,165,無振,,65,0,85
ハッサム,251,179,無振,,65,0,85
デルビル,269,191,無振,,65,0,85
ペリッパー,322,225,無振,,65,0,85
アメタマ,326,229,無振,,65,0,85
ヤルキモノ,331,234,最遅,,90,0,85
ザングース,378,261,最遅,,90,0,85
ハブネーク,379,262,無振,,65,0,85
ジュペッタ,397,270,無振,,65,0,85
チリーン,401,274,無振,,65,0,85
カイオーガ,425,284,最遅,,90,0,85
グラードン,426,285,最遅,,90,0,85
コロトック,448,300,無振,,65,0,85
ドータクン,485,324,準速,,33,0,85
ゴンベ,494,331,準速,スカーフ,5,0,85
ルカリオ,496,333,最遅,,90,0,85
グレイシア,519,349,無振,,65,0,85
ポリゴンZ,522,352,最遅,,90,0,85
ディアルガ(通常),536,366,最遅,,90,0,85
ディアルガ(オリジンフォルム),537,367,最遅,,90,0,85
ギラティナ(アナザーフォルム),542,371,最遅,,90,0,85
ギラティナ(オリジンフォルム),543,372,最遅,,90,0,85
エンブオー,557,382,無振,,65,0,85
ドレディア(原種),607,400,最遅,,90,0,85
メグロコ,612,404,無振,,65,0,85
ゾロア(原種),636,409,無振,,65,0,85
ゴチルゼル,644,417,無振,,65,0,85
ママンボウ,662,427,無振,,65,0,85
コジョフー,688,441,無振,,65,0,85
ウォーグル(ヒスイのすがた),698,449,無振,,65,0,85
ニャヒート,819,520,最遅,,90,0,85
ツツケラ,824,525,無振,,65,0,85
ネッコアラ,875,564,無振,,65,0,85
ジャランゴ,883,568,無振,,65,0,85
マギアナ,904,570,無振,,65,0,85
サルノリ,913,571,無振,,65,0,85
ジメレオン,920,578,最遅,,90,0,85
モスノウ,977,615,無振,,65,0,85
アヤシシ,1011,641,無振,,65,0,85
ニャオハ,1021,651,無振,,65,0,85
ウェルカモ,1028,658,無振,,65,0,85
パフュートン(オスのすがた),1031,661,無振,,65,0,85
パフュートン(メスのすがた),1032,662,無振,,65,0,85
パピモッチ,1043,673,無振,,65,0,85
オリーニョ,1046,676,準速,,33,0,85
アノホラグサ,1067,694,最遅,,90,0,85
ブロロローム,1087,713,最遅,,90,0,85
ミミズズ,1089,715,無振,,65,0,85
カラミンゴ,1094,720,最遅,,90,0,85
コノヨザル,1102,728,最遅,,90,0,85
ベトベター(原種),109,70,最速,,25,0,84
ベトベター(アローラのすがた),110,71,最速,,25,0,84
サイホーン,139,93,最速,,25,0,84
マクノシタ,339,236,最速,,25,0,84
ヨマワル,398,271,最速,,25,0,84
サマヨール,399,272,最速,,25,0,84
コロボーシ,447,299,最速,,25,0,84
ヒポポタス,497,334,準速,,32,0,84
ブリガロン,729,466,無振,,64,0,84
ビビヨン,744,478,最遅,,89,0,84
アマカジ,860,555,準速,,32,0,84
ホシガリス,922,580,最速,,25,0,84
マホイップ,973,611,無振,,64,0,84
コジオ,1052,679,最速,,25,0,84
ナエトル,433,287,準速,,31,0,83
ツタージャ,552,377,無振,,63,0,83
ドリュウズ,588,390,最遅,,88,0,83
マケンカニ,832,533,無振,,63,0,83
ナゾノクサ,49,26,準速,,30,0,82
ヤドラン(原種),99,62,準速,,30,0,82
ヤドラン(ガラルのすがた),100,63,準速,,30,0,82
サワムラー,133,88,最遅,,87,0,82
カビゴン,175,114,準速,,30,0,82
イトマル,203,140,準速,,30,0,82
ウソッキー,221,153,準速,,30,0,82
ヒマナッツ,227,159,準速,,30,0,82
キマワリ,228,160,準速,,30,0,82
ヤドキング(原種),236,167,準速,,30,0,82
ヤドキング(ガラルのすがた),237,168,準速,,30,0,82
ブルー,247,175,準速,,30,0,82
マグカルゴ,259,186,準速,,30,0,82
ハスボー,313,218,準速,,30,0,82
タネボー,316,221,準速,,30,0,82
ナマケロ,330,233,準速,,30,0,82
ノズパス,342,239,準速,,30,0,82
ダンバル,417,281,準速,,30,0,82
タテトプス,456,306,準速,,30,0,82
トリデプス,457,307,準速,,30,0,82
ドーミラー,484,323,最速,,23,0,82
ピンプク,488,326,準速,,30,0,82
チュリネ,606,399,準速,,30,0,82
ダブラン,646,419,準速,,30,0,82
ランクルス,647,420,準速,,30,0,82
モロバレル,659,426,準速,,30,0,82
ヤヤコマ,739,473,無振,,62,0,82
クズモー,770,491,準速,,30,0,82
アママイコ,861,556,無振,,62,0,82
タンドン,940,587,準速,,30,0,82
セキタンザン,942,589,準速,,30,0,82
タルップル,945,592,準速,,30,0,82
ダイオウドウ,985,622,準速,,30,0,82
ブリザポス,1006,638,準速,,30,0,82
ミニーブ,1045,675,準速,,30,0,82
シガロコ,1073,700,準速,,30,0,82
イダイナキバ,1108,733,最遅,,87,0,82
セゴール,1121,746,無振,,62,0,82
セグレイブ,1122,747,最遅,,87,0,82
ゴルダック,66,39,最遅,,85,0,81
シードラ,145,97,最遅,,85,0,81
フリーザー(原種),176,115,最遅,,85,0,81
エイパム,226,158,最遅,,85,0,81
ムウマ,238,169,最遅,,85,0,81
キリンリキ,241,170,最遅,,85,0,81
グライガー,245,174,最遅,,85,0,81
ハリーセン(原種),249,177,最遅,,85,0,81
ハリーセン(ヒスイのすがた),250,178,最遅,,85,0,81
ヘラクロス,253,180,最遅,,85,0,81
キングドラ,271,193,最遅,,85,0,81
オドシシ,275,197,最遅,,85,0,81
バンギラス,289,206,無振,,61,0,81
キャモメ,321,224,最遅,,85,0,81
バルビート,356,245,最遅,,85,0,81
イルミーゼ,357,246,最遅,,85,0,81
ヒコザル,436,290,無振,,61,0,81
ブイゼル,466,311,最遅,,85,0,81
ドクロッグ,502,337,最遅,,85,0,81
ロトム(ヒート),528,358,最遅,,86,0,81
ロトム(ウォッシュ),529,359,最遅,,86,0,81
ロトム(フロスト),530,360,最遅,,86,0,81
ロトム(スピン),531,361,最遅,,86,0,81
ロトム(カット),532,362,最遅,,86,0,81
クレセリア,544,373,最遅,,85,0,81
ダイケンキ(ヒスイのすがた),561,386,最遅,,85,0,81
コフーライ,743,477,準速,,29,0,81
ジャラランガ,884,569,最遅,,85,0,81
ゴリランダー,915,573,最遅,,85,0,81
ウッウ,948,595,最遅,,85,0,81
ブリムオン,962,605,準速,,29,0,81
イエッサン(メスのすがた),982,619,最遅,,85,0,81
ジュラルドン,990,623,最遅,,85,0,81
バサギリ,1012,642,最遅,,85,0,81
ハリーマン,1018,648,最遅,,85,0,81
ウェーニバル,1029,659,最遅,,85,0,81
パモット,1038,668,最遅,,85,0,81
ソウブレイズ,1057,684,最遅,,85,0,81
マフィティフ,1063,690,最遅,,85,0,81
キラフロル,1091,717,最遅,,86,0,81
フシギソウ,1,1,無振,,60,0,80
ピクシー,40,19,無振,,60,0,80
ガーディ(原種),69,42,無振,,60,0,80
マタドガス(原種),137,91,無振,,60,0,80
マタドガス(ガラルのすがた),138,92,無振,,60,0,80
タッツー,144,96,無振,,60,0,80
ラプラス,163,107,無振,,60,0,80
ベイリーフ,188,127,無振,,60,0,80
ピチュー,208,144,無振,,60,0,80
ポリゴン2,274,196,無振,,60,0,80
ラグラージ,301,215,無振,,60,0,80
コノハナ,317,222,無振,,60,0,80
アサナン,350,241,無振,,60,0,80
バネブー,368,252,無振,,60,0,80
ドジョッチ,382,263,無振,,60,0,80
ナマズン,383,264,無振,,60,0,80
エンペルト,441,295,無振,,60,0,80
ムックル,442,296,無振,,60,0,80
ルクシオ,450,302,無振,,60,0,80
スカタンク,483,322,最遅,,84,0,80
リオル,495,332,無振,,60,0,80
ユキノオー,508,341,無振,,60,0,80
ジバコイル,510,343,無振,,60,0,80
フタチマル,559,384,無振,,60,0,80
シビシラス,670,429,無振,,60,0,80
コマタナ,693,445,無振,,60,0,80
ワシボン,696,447,無振,,60,0,80
バルチャイ,699,450,無振,,60,0,80
メラルバ,706,455,無振,,60,0,80
フォッコ,730,467,無振,,60,0,80
ヒノヤコマ,740,474,最遅,,84,0,80
ニンフィア,780,495,無振,,60,0,80
ヌメイル(原種),785,500,無振,,60,0,80
ヌメルゴン(ヒスイのすがた),788,503,無振,,60,0,80
カチコール,800,507,準速,,28,0,80
クレベース(原種),801,508,準速,,28,0,80
ジュナイパー(ヒスイのすがた),817,518,無振,,60,0,80
ガオガエン,820,521,無振,,60,0,80
アシレーヌ,823,524,無振,,60,0,80
ドデカバシ,826,527,無振,,60,0,80
アブリー,838,539,最遅,,84,0,80
イワンコ,840,541,無振,,60,0,80
ヤレユータン,864,559,無振,,60,0,80
オーロンゲ,965,608,無振,,60,0,80
パモ,1037,667,無振,,60,0,80
アノクサ,1066,693,無振,,60,0,80
キラーメ,1090,716,無振,,60,0,80
リキキリン,1104,730,無振,,60,0,80
サーフゴー,1125,749,最遅,,84,0,80
プリン,45,24,最速,,20,0,79
イシツブテ(原種),87,54,最速,,20,0,79
イシツブテ(アローラのすがた),88,55,最速,,20,0,79
オタチ,197,136,最速,,20,0,79
マグマッグ,258,185,最速,,20,0,79
ブビィ,281,202,最遅,,83,0,79
ルリリ,341,238,最速,,20,0,79
コータス,367,251,最速,,20,0,79
ブーバーン,515,346,最遅,,83,0,79
ジャノビー,553,378,最遅,,83,0,79
ユニラン,645,418,最速,,20,0,79
ヒトモシ,675,432,最速,,20,0,79
ブロスター,773,494,無振,,59,0,79
シズクモ,850,549,準速,,27,0,79
ヨクバリス,923,581,最速,,20,0,79
カジッチュ,943,590,最速,,20,0,79
ユキハミ,976,614,最速,,20,0,79
ニャローテ,1022,652,最遅,,83,0,79
タマンチュラ,1033,663,最速,,20,0,79
ドオー,1103,729,最速,,20,0,79
テラパゴス,1148,770,準速,スカーフ,1,0,79
ブリジュラス,1149,771,準速,スカーフ,1,0,79
タケルライコ,1150,772,準速,スカーフ,1,0,79
テツノカシラ,1151,773,準速,スカーフ,1,0,79
カメール,7,7,無振,,58,0,78
アリゲイツ,195,134,無振,,58,0,78
ズガイドス,454,304,無振,,58,0,78
ラムパルド,455,305,無振,,58,0,78
ガバイト,492,329,最遅,,82,0,78
ズルズキン,625,408,無振,,58,0,78
ジヘッド,704,453,無振,,58,0,78
ルガルガン(まよなかのすがた),842,543,最遅,,82,0,78
ドラメシヤ,991,624,最遅,,82,0,78
カヌチャン,1077,704,無振,,58,0,78
オトシドリ,1082,709,最遅,,82,0,78
シャリタツ(のびたすがた),1101,725,最遅,,82,0,78
シャリタツ(そったすがた),1099,726,最遅,,82,0,78
シャリタツ(たれたすがた),1100,727,最遅,,82,0,78
ベトベター(原種),109,70,準速,,25,0,77
ベトベター(アローラのすがた),110,71,準速,,25,0,77
サイホーン,139,93,準速,,25,0,77
ギャラドス,162,106,最遅,,81,0,77
マクノシタ,339,236,準速,,25,0,77
ミロカロス,393,268,最遅,,81,0,77
ヨマワル,398,271,準速,,25,0,77
サマヨール,399,272,準速,,25,0,77
モウカザル,437,291,最遅,,81,0,77
コロボーシ,447,299,準速,,25,0,77
キバゴ,678,435,無振,,57,0,77
ハリボーグ,728,465,無振,,57,0,77
ホシガリス,922,580,準速,,25,0,77
ココガラ,924,582,無振,,57,0,77
コジオ,1052,679,準速,,25,0,77
チヲハウハネ,1112,737,最遅,,81,0,77
フシギバナ,2,2,最遅,,80,0,76
リザード,4,4,最遅,,80,0,76
アーボック,25,10,最遅,,80,0,76
ゴース,115,76,最遅,,80,0,76
コイキング,161,105,最遅,,80,0,76
カイリュー,184,123,最遅,,80,0,76
メガニウム,189,128,最遅,,80,0,76
マグマラシ,191,130,最遅,,80,0,76
ポポッコ,224,156,最遅,,80,0,76
バシャーモ,298,212,最遅,,80,0,76
ダーテング,318,223,最遅,,80,0,76
サーナイト,325,228,最遅,,80,0,76
アメモース,327,230,最遅,,80,0,76
チャーレム,351,242,最遅,,80,0,76
ブーピッグ,369,253,最遅,,80,0,76
チルタリス,377,260,最遅,,80,0,76
ヒンバス,392,267,最遅,,80,0,76
オニゴーリ,405,276,最遅,,80,0,76
ドダイトス,435,289,無振,,56,0,76
ムクバード,443,297,最遅,,80,0,76
フワライド,474,317,最遅,,80,0,76
マンムー,521,351,最遅,,80,0,76
エルレイド,523,353,最遅,,80,0,76
エムリット,534,364,最遅,,80,0,76
シャンデラ,677,434,最遅,,80,0,76
ウォーグル(原種),697,448,最遅,,80,0,76
バルジーナ,700,451,最遅,,80,0,76
ヌメルゴン(原種),787,502,最遅,,80,0,76
オーロット,791,506,無振,,56,0,76
ナゲツケサル,865,560,最遅,,80,0,76
バチンキー,914,572,最遅,,80,0,76
レジドラゴ,1005,637,最遅,,80,0,76
バドレックス(通常),1008,640,最遅,,80,0,76
イイネイヌ,1141,763,最遅,,80,0,76
アーボ,24,9,無振,,55,0,75
コダック,65,38,無振,,55,0,75
ガーディ(ヒスイのすがた),70,43,無振,,55,0,75
ウツドン,83,50,無振,,55,0,75
ナッシー(原種),128,86,無振,,55,0,75
イーブイ,165,109,無振,,55,0,75
デンリュウ,217,149,無振,,55,0,75
リングマ,257,184,無振,,55,0,75
ハピナス,283,203,無振,,55,0,75
ワカシャモ,297,211,無振,,55,0,75
マルノーム,360,248,無振,,55,0,75
ノクタス,375,258,無振,,55,0,75
シザリガー,385,266,無振,,55,0,75
ドーミラー,484,323,準速,,23,0,75
チャオブー,556,381,無振,,55,0,75
ゴチミル,643,416,無振,,55,0,75
コアルヒー,648,421,無振,,55,0,75
ランプラー,676,433,無振,,55,0,75
ゴルーグ,692,444,無振,,55,0,75
オンバット,803,510,無振,,55,0,75
ノココッチ(ふたふしフォルム),1105,731,無振,,55,0,75
アラブルタケ,1110,735,無振,,55,0,75
セビエ,1120,745,無振,,55,0,75
カメックス,8,8,最遅,,78,0,74
オーダイル,196,135,最遅,,78,0,74
イダイトウ(オスのすがた),1015,645,最遅,,78,0,74
イダイトウ(メスのすがた),1016,646,最遅,,78,0,74
ナカヌチャン,1078,705,最遅,,78,0,74
ヤドン(原種),97,60,最速,,15,0,73
ヤドン(ガラルのすがた),98,61,最速,,15,0,73
ピィ,209,145,最速,,15,0,73
ププリン,210,146,最速,,15,0,73
ウパー(パルデアのすがた),231,162,最速,,15,0,73
クヌギダマ,242,171,最速,,15,0,73
ヒードラン,540,370,最遅,,77,0,73
タマゲタケ,658,425,最速,,15,0,73
ヤトウモリ,856,553,最遅,,77,0,73
スナバァ,868,561,最速,,15,0,73
アオガラス,925,583,最遅,,77,0,73
バチンウニ,975,613,最速,,15,0,73
プリン,45,24,準速,,20,0,72
イシツブテ(原種),87,54,準速,,20,0,72
イシツブテ(アローラのすがた),88,55,準速,,20,0,72
ドードー,105,66,最遅,,75,0,72
エビワラー,134,89,最遅,,76,0,72
オタチ,197,136,準速,,20,0,72
マグマッグ,258,185,準速,,20,0,72
デリバード,266,189,最遅,,75,0,72
ドーブル,276,198,最遅,,75,0,72
ルリリ,341,238,準速,,20,0,72
コータス,367,251,準速,,20,0,72
シママ,580,387,最遅,,76,0,72
チラーミィ,640,413,最遅,,75,0,72
ユニラン,645,418,準速,,20,0,72
シキジカ,653,423,最遅,,75,0,72
ヒトモシ,675,432,準速,,20,0,72
フラエッテ,748,482,無振,,52,0,72
フラージェス,749,483,最遅,,75,0,72
メェークル,750,484,無振,,52,0,72
クレッフィ,789,504,最遅,,75,0,72
フクスロー,815,516,無振,,52,0,72
ケララッパ,825,526,最遅,,75,0,72
ヨクバリス,923,581,準速,,20,0,72
カジッチュ,943,590,準速,,20,0,72
ストリンダー(ハイなすがた),952,599,最遅,,75,0,72
