ID,全国,名前,フォルム,GEN,FID,RID,TID,IID,名前(フォルム),タイプ1,,タイプ2,,HP,攻撃,防御,特攻,特防,素早,合計,とくせい1,とくせい2,夢特性,重さ(kg),スプライト名,スプライトID,アイコンID,アイコン名
901,0800,ネクロズマ,あかつきのつばさ(月食),7,12,00,00,a,ネクロズマ(あかつきのつばさ(月食)),エスパー,psychic,ゴースト,ghost,97,113,109,157,127,77,680,プリズムアーマー,,,350,,,1703tttq3ui8RxABLInXmcA5seeimm56P,Pokémon-Icon_800a
902,0800,ネクロズマ,ウルトラネクロズマ,7,14,00,00,c,ネクロズマ(ウルトラネクロズマ),エスパー,psychic,ドラゴン,dragon,97,167,97,167,97,129,754,ブレインフォース,,,230,,,1lQih2YkQA_Wx71TZ1pY53_0qNoH1lshs,Pokémon-Icon_800c
903,0800,ネクロズマ,,7,11,00,00,,ネクロズマ,エスパー,psychic,なし,none,97,107,101,127,89,79,600,プリズムアーマー,,,230,,,1zetomMzIs1LLSw5ZxeRW79VUswkS3Khy,Pokémon-Icon_800
904,0801,マギアナ,,7,00,00,00,,マギアナ,はがね,steel,フェアリー,fairy,80,95,115,130,115,65,600,ソウルハート,,,80.5,,,1ZCm3vATHDf1ehFA70_tgvuzeQXQaqXiE,Pokémon-Icon_801
905,0802,マーシャドー,,7,00,00,00,,マーシャドー,かくとう,fighting,ゴースト,ghost,90,125,80,90,90,125,600,テクニシャン,,,22.2,,,1on_0nbw6V37o_IDIJoGL_1ArnZW1WNmg,Pokémon-Icon_802
906,0803,ベベノム,,7,00,00,00,,ベベノム,どく,poison,なし,none,67,73,67,73,67,73,420,ビーストブースト,,,1.8,,,19cl3yCir1aT3AWtbReX-hBjwZyGotpkV,Pokémon-Icon_803
907,0804,アーゴヨン,,7,00,00,00,,アーゴヨン,どく,poison,ドラゴン,dragon,73,73,73,127,73,121,540,ビーストブースト,,,150,,,1mzQt49YGuy3As4rsOJ_mWLLV3EQI8wZq,Pokémon-Icon_804
908,0805,ツンデツンデ,,7,00,00,00,,ツンデツンデ,いわ,rock,はがね,steel,61,131,211,53,101,13,570,ビーストブースト,,,820,,,1XpV4CDi8d8uV19TMwXvFqkgFh_NopXyM,Pokémon-Icon_805
909,0806,ズガドーン,,7,00,00,00,,ズガドーン,ほのお,fire,ゴースト,ghost,53,127,53,151,79,107,570,ビーストブースト,,,13,,,1jlhGLHyqmhs0s4za9AESzMDh1Ny_Us71,Pokémon-Icon_806
910,0807,ゼラオラ,,7,00,00,00,,ゼラオラ,でんき,electric,なし,none,88,112,75,102,80,143,600,ちくでん,,,44.5,,,1ossDn7tG61NMssH2-wr9kX0ydINW1D-2,Pokémon-Icon_807
911,0808,メルタン,,8,00,00,00,,メルタン,はがね,steel,なし,none,46,65,65,55,35,34,300,じりょく,,,8,,,1URBNhLHKkXnK8SRQQsv3z5SeJ1prTeRS,Pokémon-Icon_808
912,0809,メルメタル,,8,00,00,00,,メルメタル,はがね,steel,なし,none,135,143,143,80,65,34,600,てつのこぶし,,,800,,,1I6y1bluzla5LT5wYu_xItU7ePgiGShWy,Pokémon-Icon_809
913,0810,サルノリ,,8,00,00,00,,サルノリ,くさ,grass,なし,none,50,65,50,40,40,65,310,しんりょく,,グラスメイカー,5,,,14FXcYnUUB6yB9OnezEZhRrwEGQj66QVp,Pokémon-Icon_810
914,0811,バチンキー,,8,00,00,00,,バチンキー,くさ,grass,なし,none,70,85,70,55,60,80,420,しんりょく,,グラスメイカー,14,,,1YCeQ9EvvNd-ouhhmOwhHQdccke_RS9PO,Pokémon-Icon_811
915,0812,ゴリランダー,,8,00,00,00,,ゴリランダー,くさ,grass,なし,none,100,125,90,60,70,85,530,しんりょく,,グラスメイカー,90,,,1-4NT0XxZOV3WYBvA7FKjCBujP-u6CbAG,Pokémon-Icon_812
916,0813,ヒバニー,,8,00,00,00,,ヒバニー,ほのお,fire,なし,none,50,71,40,40,40,69,310,もうか,,リベロ,4.5,,,1e1gRx6NNihgidVyL59K3wcwIOG6M7v02,Pokémon-Icon_813
917,0814,ラビフット,,8,00,00,00,,ラビフット,ほのお,fire,なし,none,65,86,60,55,60,94,420,もうか,,リベロ,9,,,1zXJF7PCR3V8A_8NBpYYykZ8-kcnrSLKw,Pokémon-Icon_814
918,0815,エースバーン,,8,00,00,00,,エースバーン,ほのお,fire,なし,none,80,116,75,65,75,119,530,もうか,,リベロ,33,,,1dwDWl_MIVrkTEpGuYjWTYh0KMUUDNn3I,Pokémon-Icon_815
919,0816,メッソン,,8,00,00,00,,メッソン,みず,water,なし,none,50,40,40,70,40,70,310,げきりゅう,,スナイパー,4,,,1ENfeh7BA6sOwn3mBAApnemiP3WWcj9ZO,Pokémon-Icon_816
920,0817,ジメレオン,,8,00,00,00,,ジメレオン,みず,water,なし,none,65,60,55,95,55,90,420,げきりゅう,,スナイパー,11.5,,,1a5AzjeZ2gnzvBFMeBzKAO6C0LjBD5qAW,Pokémon-Icon_817
921,0818,インテレオン,,8,00,00,00,,インテレオン,みず,water,なし,none,70,85,65,125,65,120,530,げきりゅう,,スナイパー,45.2,,,1eu3Z4oNvJKzyI2olvADHCZsYe6lalIJ_,Pokémon-Icon_818
922,0819,ホシガリス,,8,00,00,00,,ホシガリス,ノーマル,normal,なし,none,70,55,55,35,35,25,275,ほおぶくろ,,くいしんぼう,2.5,,,1112-A-eZE3bQPhNMUEXgKox3peUWzcYB,Pokémon-Icon_819
923,0820,ヨクバリス,,8,00,00,00,,ヨクバリス,ノーマル,normal,なし,none,120,95,95,55,75,20,460,ほおぶくろ,,くいしんぼう,6,pm0920_00_00_00,1H95caX4q65UQB79-rIcHXTesy4wTvxE_,1he9ZUubwr2nM9MhQNtHktHV07ZrdWR_g,Pokémon-Icon_820
924,0821,ココガラ,,8,00,00,00,,ココガラ,ひこう,flying,なし,none,38,47,35,33,35,57,245,するどいめ,きんちょうかん,はとむね,1.8,,,1y8EtNbjLxtib7eBZjtc7vwMAWkmROPir,Pokémon-Icon_821
925,0822,アオガラス,,8,00,00,00,,アオガラス,ひこう,flying,なし,none,68,67,55,43,55,77,365,するどいめ,きんちょうかん,はとむね,16,,,1yOKdAU3UGdenyeubycErEBx7_cIYzsCQ,Pokémon-Icon_822
926,0823,アーマーガア,,8,00,00,00,,アーマーガア,ひこう,flying,はがね,steel,98,87,105,53,85,67,495,プレッシャー,きんちょうかん,ミラーアーマー,75,,,1rhmMPAJypsALmqyPhEZXrazGNb74Q_AM,Pokémon-Icon_823
927,0824,サッチムシ,,8,00,00,00,,サッチムシ,むし,bug,なし,none,25,20,20,25,45,45,180,むしのしらせ,ふくがん,テレパシー,8,,,1q8qQY76lc2VYyPww1HxPNbETGwiaQ-nA,Pokémon-Icon_824
928,0825,レドームシ,,8,00,00,00,,レドームシ,むし,bug,エスパー,psychic,50,35,80,50,90,30,335,むしのしらせ,ふくがん,テレパシー,19.5,,,14wEH7RG38aGsfYxkgaYIrd_9hYpztUf0,Pokémon-Icon_825
929,0826,イオルブ,,8,00,00,00,,イオルブ,むし,bug,エスパー,psychic,60,45,110,80,120,90,505,むしのしらせ,おみとおし,テレパシー,40.8,,,1Hx9ryEU2Ky9VsXCqyAXiRbL4vQ1tlqKB,Pokémon-Icon_826
930,0827,クスネ,,8,00,00,00,,クスネ,あく,dark,なし,none,40,28,28,47,52,50,245,にげあし,かるわざ,はりこみ,8.9,,,1G_6sCKSRA54NM8C-auh3AsXekr8qFChc,Pokémon-Icon_827
931,0828,フォクスライ,,8,00,00,00,,フォクスライ,あく,dark,なし,none,70,58,58,87,92,90,455,にげあし,かるわざ,はりこみ,19.9,,,11ZtOGDKfslFfo2gokW9wXmdojQTcsDS6,Pokémon-Icon_828
932,0829,ヒメンカ,,8,00,00,00,,ヒメンカ,くさ,grass,なし,none,40,40,60,40,60,10,250,わたげ,さいせいりょく,ほうし,2.2,,,1TF_g-VqibwWMW5fTjepyKuMgmlKM46DM,Pokémon-Icon_829
933,0830,ワタシラガ,,8,00,00,00,,ワタシラガ,くさ,grass,なし,none,60,50,90,80,120,60,460,わたげ,さいせいりょく,ほうし,2.5,,,1Tis3b1XYeM1FmN6aygoTUBxiF991FzUw,Pokémon-Icon_830
934,0831,ウールー,,8,00,00,00,,ウールー,ノーマル,normal,なし,none,42,40,55,40,45,48,270,もふもふ,にげあし,ぼうだん,6,,,1uug5Mep2_IMrWNNv9uq3TiNdJGoVojb-,Pokémon-Icon_831
935,0832,バイウールー,,8,00,00,00,,バイウールー,ノーマル,normal,なし,none,72,80,100,60,90,88,490,もふもふ,ふくつのこころ,ぼうだん,43,,,1-vtP6oCCDwbiWNRPwI08aoqZYsn--hLf,Pokémon-Icon_832
936,0833,カムカメ,,8,00,00,00,,カムカメ,みず,water,なし,none,50,64,50,38,38,44,284,がんじょうあご,シェルアーマー,すいすい,8.5,,,131-nClfT12x6sKDqGB1_JwlUcg2ga6cg,Pokémon-Icon_833
937,0834,カジリガメ,,8,00,00,00,,カジリガメ,みず,water,いわ,rock,90,115,90,48,68,74,485,がんじょうあご,シェルアーマー,すいすい,115.5,,,1IrHopCepiItjk-6NrgYfa18bW9ViHAsR,Pokémon-Icon_834
938,0835,ワンパチ,,8,00,00,00,,ワンパチ,でんき,electric,なし,none,59,45,50,40,50,26,270,たまひろい,,びびり,13.5,,,1jQmNAsGAFght5kltCrKC7hpInMxqhmAO,Pokémon-Icon_835
939,0836,パルスワン,,8,00,00,00,,パルスワン,でんき,electric,なし,none,69,90,60,90,60,121,490,がんじょうあご,,かちき,34,,,1YCM7naH8PAMvCInvneYQiScn5hiUdZjC,Pokémon-Icon_836
940,0837,タンドン,,8,00,00,00,,タンドン,いわ,rock,なし,none,30,40,50,40,50,30,240,じょうききかん,たいねつ,もらいび,12,,,1O0PMvJO75ZPr5-So-oHg_eypK8FN9mdP,Pokémon-Icon_837
941,0838,トロッゴン,,8,00,00,00,,トロッゴン,いわ,rock,ほのお,fire,80,60,90,60,70,50,410,じょうききかん,ほのおのからだ,もらいび,78,,,1XAOHIipfEoYKsYL7Koon9o5Q6bmcm-FD,Pokémon-Icon_838
942,0839,セキタンザン,,8,00,00,00,,セキタンザン,いわ,rock,ほのお,fire,110,80,120,80,90,30,510,じょうききかん,ほのおのからだ,もらいび,310.5,,,1fjz11rEGMRUW3pwXFiAKtKFOEXjOXq9J,Pokémon-Icon_839
943,0840,カジッチュ,,8,00,00,00,,カジッチュ,くさ,grass,ドラゴン,dragon,40,40,80,40,40,20,260,じゅくせい,くいしんぼう,ぼうだん,0.5,,,1H6GTSJG0K6tCu-mSoxHR4bMjpXvlYs0Q,Pokémon-Icon_840
944,0841,アップリュー,,8,00,00,00,,アップリュー,くさ,grass,ドラゴン,dragon,70,110,80,95,60,70,485,じゅくせい,くいしんぼう,はりきり,1,,,18twn_ZuqgI9DIKBSaVYXYqTRjcIoE4NL,Pokémon-Icon_841
945,0842,タルップル,,8,00,00,00,,タルップル,くさ,grass,ドラゴン,dragon,110,85,80,100,80,30,485,じゅくせい,くいしんぼう,あついしぼう,13,,,1jEaU-9ESQR5EOh4dYhhNPohxC1nUnkOB,Pokémon-Icon_842
946,0843,スナヘビ,,8,00,00,00,,スナヘビ,じめん,ground,なし,none,52,57,75,35,50,46,315,すなはき,だっぴ,すながくれ,7.6,,,1GpTmEpSbdoYPDu2MaIEM65blQxs_flmg,Pokémon-Icon_843
947,0844,サダイジャ,,8,00,00,00,,サダイジャ,じめん,ground,なし,none,72,107,125,65,70,71,510,すなはき,だっぴ,すながくれ,65.5,,,17u_z5dVRhtPzE2bp3PCpLBJ7Sntr7zR_,Pokémon-Icon_844
948,0845,ウッウ,,8,00,00,00,,ウッウ,ひこう,flying,みず,water,70,85,55,85,95,85,475,うのミサイル,,,18,,,1EABUZWXXdPvW0G68N1G4gVRX8mC9DUf6,Pokémon-Icon_845
949,0846,サシカマス,,8,00,00,00,,サシカマス,みず,water,なし,none,41,63,40,40,30,66,280,すいすい,,スクリューおびれ,1,,,1Uv3wrw8AZHu9KwOa_bnkjIlvMSBEyZjl,Pokémon-Icon_846
950,0847,カマスジョー,,8,00,00,00,,カマスジョー,みず,water,なし,none,61,123,60,60,50,136,490,すいすい,,スクリューおびれ,30,,,1s27bLsYXqwlBySR8Wq27gpFvI4Q64Fqe,Pokémon-Icon_847
951,0848,エレズン,,8,00,00,00,,エレズン,でんき,electric,どく,poison,40,38,35,54,35,40,242,びびり,せいでんき,ぶきよう,11,,,1fngu8MglkAV6ZeqtMG9RjNQ6aJfOkfaz,Pokémon-Icon_848
952,0849,ストリンダー,ハイなすがた,8,11,00,00,,ストリンダー(ハイなすがた),でんき,electric,どく,poison,75,98,70,114,70,75,502,パンクロック,プラス,テクニシャン,40,,,1Ka_0Qci-owq6eJ0RJwVtmgsCZmS0YRqa,Pokémon-Icon_849
953,0849,ストリンダー,ローなすがた,8,12,00,00,a,ストリンダー(ローなすがた),でんき,electric,どく,poison,75,98,70,114,70,75,502,パンクロック,マイナス,テクニシャン,40,,,1Kg8-I30SB2VkcVLhIHMwAVlSEkvvZOVx,Pokémon-Icon_849a
954,0850,ヤクデ,,8,00,00,00,,ヤクデ,ほのお,fire,むし,bug,50,65,45,50,50,45,305,もらいび,しろいけむり,ほのおのからだ,1,,,1Mv3Gd4ORAOiOrrL1bprCCcYMgdy_4--C,Pokémon-Icon_850
955,0851,マルヤクデ,,8,00,00,00,,マルヤクデ,ほのお,fire,むし,bug,100,115,65,90,90,65,525,もらいび,しろいけむり,ほのおのからだ,120,,,10Qg0iblcShdUtGppdvFG8wFfs5Tp8QqL,Pokémon-Icon_851
956,0852,タタッコ,,8,00,00,00,,タタッコ,かくとう,fighting,なし,none,50,68,60,50,50,32,310,じゅうなん,,テクニシャン,4,,,1QZjXfQUFVNP-P5u9BnIgreVqjV_GvCFC,Pokémon-Icon_852
957,0853,オトスパス,,8,00,00,00,,オトスパス,かくとう,fighting,なし,none,80,118,90,70,80,42,480,じゅうなん,,テクニシャン,39,,,1vDgjvWCon-RvKRJuru43z26vqjCAMF4J,Pokémon-Icon_853
958,0854,ヤバチャ,,8,00,00,00,,ヤバチャ,ゴースト,ghost,なし,none,40,45,45,74,54,50,308,くだけるよろい,,のろわれボディ,0.2,,,1mkpW82_YkzbpHuFH57YDVP_47-qUwdeI,Pokémon-Icon_854
959,0855,ポットデス,,8,00,00,00,,ポットデス,ゴースト,ghost,なし,none,60,65,65,134,114,70,508,くだけるよろい,,のろわれボディ,0.4,pm0971_00_00_00,1R16SVsxKg9t1_rvPTxxK80A3OSf9yRxx,1thEEr1FZvb-kaokQEfPuXVl5aPpBJa6w,Pokémon-Icon_855
960,0856,ミブリム,,8,00,00,00,,ミブリム,エスパー,psychic,なし,none,42,30,45,56,53,39,265,いやしのこころ,きけんよち,マジックミラー,3.4,,,10DD0lT7EaMdF93dMTbIZQL_87zh2sF_j,Pokémon-Icon_856
961,0857,テブリム,,8,00,00,00,,テブリム,エスパー,psychic,なし,none,57,40,65,86,73,49,370,いやしのこころ,きけんよち,マジックミラー,4.8,,,1Zb69doMhNZwwIlB8Q4CSpST820Btjdft,Pokémon-Icon_857
962,0858,ブリムオン,,8,00,00,00,,ブリムオン,エスパー,psychic,フェアリー,fairy,57,90,95,136,103,29,510,いやしのこころ,きけんよち,マジックミラー,5.1,pm0959_00_00_00,1JDYNafvhtHf6i49NssV8-E6QhKNA5YBe,1e9tdC5R0ExwoTeAPRRg4OSmPRiy-aDoM,Pokémon-Icon_858
963,0859,ベロバー,,8,00,00,00,,ベロバー,あく,dark,フェアリー,fairy,45,45,30,55,40,50,265,いたずらごころ,おみとおし,わるいてぐせ,5.5,,,1QA3At6-yDtM4doRcWbOZxkaFIgtDZNuC,Pokémon-Icon_859
964,0860,ギモー,,8,00,00,00,,ギモー,あく,dark,フェアリー,fairy,65,60,45,75,55,70,370,いたずらごころ,おみとおし,わるいてぐせ,12.5,,,1JHrdqglxXhXaqz4JWmgYgebxnXgZQMVI,Pokémon-Icon_860
965,0861,オーロンゲ,,8,00,00,00,,オーロンゲ,あく,dark,フェアリー,fairy,95,120,65,95,75,60,510,いたずらごころ,おみとおし,わるいてぐせ,61,,,1SmQL_GvmczOfd6gtBgsDw1RKcn5htcvf,Pokémon-Icon_861
966,0862,タチフサグマ,,8,00,00,00,,タチフサグマ,あく,dark,ノーマル,normal,93,90,101,60,81,95,520,すてみ,こんじょう,まけんき,46,,,1cpRh4wUYfBbHs_LXBgK-kOBpAth1n99W,Pokémon-Icon_862
967,0863,ニャイキング,,8,00,00,00,,ニャイキング,はがね,steel,なし,none,70,110,100,50,60,50,440,カブトアーマー,かたいツメ,はがねのせいしん,28,,,1ZIVY35-7jSN_ZDLW7DR55GzH4XB1VwRE,Pokémon-Icon_863
968,0864,サニゴーン,,8,00,00,00,,サニゴーン,ゴースト,ghost,なし,none,60,95,50,145,130,30,510,くだけるよろい,,ほろびのボディ,0.4,,,1NaC8w9YcxCF22aa5ahDw5zRkhsWKQTZJ,Pokémon-Icon_864
969,0865,ネギガナイト,,8,00,00,00,,ネギガナイト,かくとう,fighting,なし,none,62,135,95,68,82,65,507,ふくつのこころ,,きもったま,117,,,1nFIWn6qWDgnV7MboatyN0e8tgI5CbrZr,Pokémon-Icon_865
970,0866,バリコオル,,8,00,00,00,,バリコオル,こおり,ice,エスパー,psychic,80,85,75,110,100,70,520,ちどりあし,バリアフリー,アイスボディ,58.2,,,1ouMXj4tjDFrfrPnyDg84F48aOfp39w8s,Pokémon-Icon_866
971,0867,デスバーン,,8,00,00,00,,デスバーン,じめん,ground,ゴースト,ghost,58,95,145,50,105,30,483,さまようたましい,,,66.6,,,1PCfMp1yTV37XFXJ7obMIBY0XZbdK5KB2,Pokémon-Icon_867
972,0868,マホミル,,8,00,00,00,,マホミル,フェアリー,fairy,なし,none,45,40,40,50,61,34,270,スイートベール,,アロマベール,0.3,,,1yhZo3O2bM_MAa6vbHcWlKHq0m95kBAyb,Pokémon-Icon_868
973,0869,マホイップ,,8,00,00,00,,マホイップ,フェアリー,fairy,なし,none,65,60,75,110,121,64,495,スイートベール,,アロマベール,0.5,,,1eiYyEE0JH-B3jU4SC4w66_J-ntR7vb2r,Pokémon-Icon_869
974,0870,タイレーツ,,8,00,00,00,,タイレーツ,かくとう,fighting,なし,none,65,100,100,70,60,75,470,カブトアーマー,,まけんき,62,,,1smJ1aIHX8So2LC4q8ZEAs0hZf30c_Hgg,Pokémon-Icon_870
975,0871,バチンウニ,,8,00,00,00,,バチンウニ,でんき,electric,なし,none,48,101,95,91,85,15,435,ひらいしん,,エレキメイカー,1,,,10EUG_P725w2Qe_eYaTyF-BVCsmkf57cF,Pokémon-Icon_871
976,0872,ユキハミ,,8,00,00,00,,ユキハミ,こおり,ice,むし,bug,30,25,35,45,30,20,185,りんぷん,,こおりのりんぷん,3.8,,,1ot1xZ-ImZItpJvrbzUAG-fwXTcHH5za9,Pokémon-Icon_872
977,0873,モスノウ,,8,00,00,00,,モスノウ,こおり,ice,むし,bug,70,65,60,125,90,65,475,りんぷん,,こおりのりんぷん,42,,,1hBwAVWUajaAir3kw13ZKI2t8RgllswMp,Pokémon-Icon_873
978,0874,イシヘンジン,,8,00,00,00,,イシヘンジン,いわ,rock,なし,none,100,125,135,20,20,70,470,パワースポット,,,520,pm0942_00_00_00,185y4Rwi4o6MRJ0kH51qv3OVQ30ZT90B0,19mdG_ULI3lZtTtUE-1Keno-29PNpSfsl,Pokémon-Icon_874
979,0875,コオリッポ,アイスフェイス,8,11,00,00,,コオリッポ(アイスフェイス),こおり,ice,なし,none,75,80,110,65,90,50,470,アイスフェイス,,,89,pm0942_01_00_00,1YdR58D4cj_oAqsD_yXUuhS257Qyc_YR2,1bqlVkC9VzvSoQ-2pJyVLb0Y9x2Xy2O61,Pokémon-Icon_875
980,0875,コオリッポ,ナイスフェイス,8,12,00,00,a,コオリッポ(ナイスフェイス),こおり,ice,なし,none,75,80,70,65,50,130,470,アイスフェイス,,,89,,,1kB1ow3P_2_hnrDYYdQ3UeRc0guw8wUMp,Pokémon-Icon_875a
981,0876,イエッサン,オスのすがた,8,11,00,00,,イエッサン(オスのすがた),エスパー,psychic,ノーマル,normal,60,65,55,105,95,95,475,せいしんりょく,シンクロ,サイコメイカー,28,,,1lpd7SqIfod8v3bACf9PyRI2jpU4--HyO,Pokémon-Icon_876
982,0876,イエッサン,メスのすがた,8,12,00,00,a,イエッサン(メスのすがた),エスパー,psychic,ノーマル,normal,70,55,65,95,105,85,475,マイペース,シンクロ,サイコメイカー,28,,,10DNd0ETKw_TsDWy6NdJMm-3aqsFSCNpV,Pokémon-Icon_876a
983,0877,モルペコ,,8,00,00,00,,モルペコ,でんき,electric,あく,dark,58,95,58,70,58,97,436,はらぺこスイッチ,,,3,,,1WA1pP5YWO_LJ1ZMK5vwgESi7awsZU3Vp,Pokémon-Icon_877
984,0878,ゾウドウ,,8,00,00,00,,ゾウドウ,はがね,steel,なし,none,72,80,49,40,49,40,330,ちからずく,,ヘヴィメタル,100,,,1B0tuS4Wo_pIla5sAdqDNLJ5NwEQLBZQt,Pokémon-Icon_878
985,0879,ダイオウドウ,,8,00,00,00,,ダイオウドウ,はがね,steel,なし,none,122,130,69,80,69,30,500,ちからずく,,ヘヴィメタル,650,,,1VeMFSO_k2LF3mGOC7CZX9GR5CHuK9fY4,Pokémon-Icon_879
986,0880,パッチラゴン,,8,00,00,00,,パッチラゴン,でんき,electric,ドラゴン,dragon,90,100,90,80,70,75,505,ちくでん,はりきり,すなかき,190,,,1VLcoRWSUkIvgrzzxQD8S_UtKb6aYmGBQ,Pokémon-Icon_880
987,0881,パッチルドン,,8,00,00,00,,パッチルドン,でんき,electric,こおり,ice,90,100,90,90,80,55,505,ちくでん,せいでんき,ゆきかき,150,,,10V_w1rVn2BK96pVaG-12yIMrJuxPmg7J,Pokémon-Icon_881
988,0882,ウオノラゴン,,8,00,00,00,,ウオノラゴン,みず,water,ドラゴン,dragon,90,90,100,70,80,75,505,ちょすい,がんじょうあご,すなかき,215,,,1_eXtqZoxeRucvSVanMkUTNqiylf9MpVt,Pokémon-Icon_882
989,0883,ウオチルドン,,8,00,00,00,,ウオチルドン,みず,water,こおり,ice,90,90,100,80,90,55,505,ちょすい,アイスボディ,ゆきかき,175,,,1NzSI1c-iWinJ3WCOxKDJvhxgrpw_zNW_,Pokémon-Icon_883
990,0884,ジュラルドン,,8,00,00,00,,ジュラルドン,はがね,steel,ドラゴン,dragon,70,95,115,120,50,85,535,ライトメタル,ヘヴィメタル,すじがねいり,40,pm0978_00_00_00,186vRGnIsorYxvfPrKKBqpGGg5I4IZWDK,1TdJcHF4vTxX__K-zhBgOJTfIU2w0zxEE,Pokémon-Icon_884
991,0885,ドラメシヤ,,8,00,00,00,,ドラメシヤ,ドラゴン,dragon,ゴースト,ghost,28,60,30,40,30,82,270,クリアボディ,すりぬけ,のろわれボディ,2,,,1IheUlA0GjWDLdgqmYnlJf3glzB5rSb1N,Pokémon-Icon_885
992,0886,ドロンチ,,8,00,00,00,,ドロンチ,ドラゴン,dragon,ゴースト,ghost,68,80,50,60,50,102,410,クリアボディ,すりぬけ,のろわれボディ,11,,,1-JCKhIcy8s_PP5aYLtSi_0Qklvi628JV,Pokémon-Icon_886
993,0887,ドラパルト,,8,00,00,00,,ドラパルト,ドラゴン,dragon,ゴースト,ghost,88,120,75,100,75,142,600,クリアボディ,すりぬけ,のろわれボディ,50,,,1gDDB3qD8gSa3pKqeJ_8Sg1cb3ylrYPON,Pokémon-Icon_887
994,0888,ザシアン,けんのおう,8,11,00,00,,ザシアン(けんのおう),フェアリー,fairy,はがね,steel,92,150,115,80,115,148,700,ふとうのけん,,,355,,,10h1Cjyc8oZwuWdXCUOjgFNdvp8dePrYd,Pokémon-Icon_888
995,0888,ザシアン,れきせんのゆうしゃ,8,12,00,00,a,ザシアン(れきせんのゆうしゃ),フェアリー,fairy,なし,none,92,120,115,80,115,138,660,ふとうのけん,,,110,,,1y0QwEAqhzKgTqN3s61wLL8X_GDiXdzAt,Pokémon-Icon_888a
996,0889,ザマゼンタ,たてのおう,8,11,00,00,,ザマゼンタ(たてのおう),かくとう,fighting,はがね,steel,92,120,140,80,140,128,700,ふくつのたて,,,785,,,14ejaEN4Ex3_LnwjDOv0tfdBS6LzApGSm,Pokémon-Icon_889
997,0889,ザマゼンタ,れきせんのゆうしゃ,8,12,00,00,a,ザマゼンタ(れきせんのゆうしゃ),かくとう,fighting,なし,none,92,120,115,80,115,138,660,ふくつのたて,,,210,,,1LostHoJFpN41WSA-016utR5I2dXkD3tk,Pokémon-Icon_889a
998,0890,ムゲンダイナ,通常,8,11,00,00,,ムゲンダイナ(通常),どく,poison,ドラゴン,dragon,140,85,95,145,95,130,690,プレッシャー,,,950,pm0983_11_00_00,1-OrdYFa_lol3YctD66yaUWsxdqMNCQlZ,1rjYWJ5sp2g43doTEQ-goLTdIRMGYRBUO,Pokémon-Icon_890
999,0890,ムゲンダイナ,ムゲンダイマックス,8,12,00,00,a,ムゲンダイナ(ムゲンダイマックス),どく,poison,ドラゴン,dragon,255,115,250,125,250,130,1125,プレッシャー,,,0,pm0983_11_00_00,1-OrdYFa_lol3YctD66yaUWsxdqMNCQlZ,1kHLfEx1Aac8C7TCbapVDBo-Ci8VepjhT,Pokémon-Icon_890a
1000,0891,ダクマ,,8,00,00,00,,ダクマ,かくとう,fighting,なし,none,60,90,60,53,50,72,385,せいしんりょく,,ノーガード,12,,,1hcDp88sCKKpybwulpqJIv3SwIs6AIQBr,Pokémon-Icon_891
1001,0892,ウーラオス,いちげきのかた,8,11,00,00,,ウーラオス(いちげきのかた),かくとう,fighting,あく,dark,100,130,100,63,60,97,550,ふかしのこぶし,,,105,,,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,Pokémon-Icon_892
1002,0892,ウーラオス,れんげきのかた,8,12,00,00,a,ウーラオス(れんげきのかた),かくとう,fighting,みず,water,100,130,100,63,60,97,550,ふかしのこぶし,,,105,,,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,Pokémon-Icon_892a
1003,0893,ザルード,,8,00,00,00,,ザルード,あく,dark,くさ,grass,105,120,105,70,95,105,600,リーフガード,,,70,,,1mr5HGpv5tEF1r347X3ZsK-cea2HxApiR,Pokémon-Icon_893
1004,0894,レジエレキ,,8,00,00,00,,レジエレキ,でんき,electric,なし,none,80,100,50,100,50,200,580,トランジスタ,,,145,,,1EF-G03_JJiTPOMTxR3oKXsrA20SUOw1x,Pokémon-Icon_894
1005,0895,レジドラゴ,,8,00,00,00,,レジドラゴ,ドラゴン,dragon,なし,none,200,100,50,100,50,80,580,りゅうのあぎと,,,200,pm0986_11_00_00,1wgnlehFKOGPOEqSCCFRTt6ORYrpNnw_L,1494V_TTMdJ2DJqNv_btZSrdWoe_fKsUE,Pokémon-Icon_895
1006,0896,ブリザポス,,8,00,00,00,,ブリザポス,こおり,ice,なし,none,100,145,130,65,110,30,580,しろのいななき,,,800,pm0986_13_00_00,1Wz48EkPn-cke7r9WDonpAzXDz4N5IdLd,1lAx75x3nO8qtVSQdAMw3m1sMD2-gFd35,Pokémon-Icon_896
1007,0897,レイスポス,,8,00,00,00,,レイスポス,ゴースト,ghost,なし,none,100,65,60,145,80,130,580,くろのいななき,,,44.5,pm0986_12_00_00,1kqpw8VaiuwvVsssU4coKXFlxkrmHTABa,1MvX1sIMgD9J3WF7-lRrrNPBC1maa5y-z,Pokémon-Icon_897
1008,0898,バドレックス,通常,8,11,00,00,,バドレックス(通常),エスパー,psychic,くさ,grass,100,80,80,80,80,80,500,きんちょうかん,,,7.7,,,1DHUBh5fs79OH0W_lP1OgDbyodQunisPx,Pokémon-Icon_898
