実数値,育て方,種族値,ポケモン,特性,アイコンID,ランク,D,C,A,B,イーブイ,DLC,IV,EV,性格,アイコン名
70,無振り,50,シビルドン,,1py6GX4qzqLQktnQBsgScVtvFfNHbdakP,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_604
70,無振り,50,ミニリュウ,,1KLJC4sFEb9Vx7bJUim8bn9Fst63hee9t,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_147
70,無振り,50,ツンベアー,,1sQVTo68onELyK7Sq6s5oklUR5S5qm9aC,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_614
70,無振り,50,ユキワラシ,,17rd_jg97QnEOZhq5G3aVcdvgmULJTReU,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_361
70,無振り,50,ドドゲザン,,1ugeV0Llz0nnO5FLjYJoZ45dzaYS4F9tC,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_983
70,無振り,50,テツノカイナ,,1UwmD9vxui58XkmLv5VV6n1zxmFx-xQQn,0,O,O,O,X,X,X,31,0,1,Pokémon-Icon_992
70,無振り,50,メタング,,1JCyDFQckc8igJ4B9z8Gua64_5k4qRext,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_375
70,無振り,50,ウリムー,,1h1rCDCEM6F42VjgO7Rb0ruRDyl8oDfML,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_220
70,無振り,50,イノムー,,1ITH4FIcNyRZcDoI2Omh3G21qA0UYB6jK,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_221
69,最遅,72,ダクマ,,1hcDp88sCKKpybwulpqJIv3SwIs6AIQBr,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_891
69,最遅,72,アマージョ,,13QRYTXZVArS4DO4LGzs2Dmoqm7_AT9yy,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_763
69,最遅,72,シシコ,,14fw4QuWB-HE_RdubumUHr1gt85hPtzYd,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_667
69,最遅,72,テツノイバラ,,1EwqBtcErdSRUUNq5ggJkMbGj8vIrSfhG,0,O,O,O,X,X,X,0,0,0.9,Pokémon-Icon_995
69,無振り,49,アチゲータ,,1opP_ijLzYCtetszbIaLDmINljxN_7h9I,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_910
69,無振り,49,テブリム,,1Zb69doMhNZwwIlB8Q4CSpST820Btjdft,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_857
68,最遅,71,ケロマツ,,1YTLYs8rFJWwGIzcJJnqIFCt1AzQggLGg,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_656
68,最遅,71,ドンカラス,,1_1Q9ZcqnRKrBF539eysQ69hvDruOpy5L,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_430
68,最遅,71,サダイジャ,,17u_z5dVRhtPzE2bp3PCpLBJ7Sntr7zR_,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_844
68,無振り,48,メタモン,,1_ctejA9EKwKfCJM849G1HtUjg-8COkCR,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_132
68,最速,10,ウソハチ,,1_YaCxZ53rfPLIcNMCxUf8u4y-UrflItN,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_438
68,最速,10,コレクレー(はこフォルム),,1BRlK3IIqeaV5YBU_w__8RBeFTtO4mXht,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_999
68,最速,10,ナックラー,,1QsHEoGpr-A5k5XpC006PKCiUx-gDFkWX,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_328
#N/A,最遅,#N/A,ダイケンキ,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
67,最遅,70,ゾロア(ヒスイのすがた),,1bnAQQLKhNRRJXujiouwV9lyzmUNlbzCi,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_570a
67,最遅,70,フーパ(いましめられしフーパ),,1svbHy2OC0nzxBQlGj7uN16d_iLFUqLqs,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_720a
67,最遅,70,ボルケニオン,,1-fq7XFOhk3hpVWmkscFL9qazdY0BgOlO,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_721
#N/A,最遅,#N/A,ジュナイパー,,#N/A,0,O,X,X,X,X,X,0,0,0.9,#N/A
67,最遅,70,メッソン,,1ENfeh7BA6sOwn3mBAApnemiP3WWcj9ZO,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_816
67,最遅,70,ミツハニー,,1usiuWQ4jAHZYRcts5IkgKLMQ-kyo_qjo,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_415
67,最遅,70,レントラー,,1oaHVW_BYimvpacwjw37nb74cbRidxV4_,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_405
67,最遅,70,キノガッサ,,1KRgOy_Ro4CYa8Rdx20jRRWT7JlOX0FbT,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_286
67,最遅,70,アップリュー,,18twn_ZuqgI9DIKBSaVYXYqTRjcIoE4NL,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_841
67,最遅,70,フワンテ,,1fGn9zpbTbWon7EGRTTEBP4UHyC0S-p5E,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_425
67,最遅,70,マンキー,,1R_TSAcbBGOEWulpRpsHhPYIjD90djETH,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_056
67,最遅,70,カイデン,,1pNRSHb_Mat5OeSphCK-hiY4gudZwOjfr,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_940
67,最遅,70,レアコイル,,1BCJ79j9VPhQDaB1AWXl0yNG2jbZ4IsYi,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_082
67,最遅,70,ポットデス,,1thEEr1FZvb-kaokQEfPuXVl5aPpBJa6w,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_855
67,最遅,70,ノノクラゲ,,1nJWYMJvcs1cKlAHYRvX3IUBZOZVk7ukb,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_948
67,最遅,70,ギモー,,1JHrdqglxXhXaqz4JWmgYgebxnXgZQMVI,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_860
67,最遅,70,イシヘンジン,,19mdG_ULI3lZtTtUE-1Keno-29PNpSfsl,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_874
67,最遅,70,パルシェン,,1YlWVgT3kG0hLgTjdaKX20H14uYFFA2zB,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_091
67,最遅,70,ハクリュー,,11ZZET6FPHbiZNDyOD_iCeCnOEMjrw7mf,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_148
67,最遅,70,キリキザン,,1swB4tOUUJj_PtCvE045PDMb-FLnB7W12,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_625
67,最遅,70,ミガルーサ,,1B4ibBOZ3DE0JEhNtrMv6Q-BvAqwWSg01,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_976
67,最遅,70,チオンジェン,,1Zntyp8uRiVFoHcu11vFXfG0ZFdwTigug,0,O,O,X,X,X,X,0,0,0.9,Pokémon-Icon_1001
67,無振り,47,カバルドン,,1qJy2Tt9-a2v2udiIFz6-GRJHstsWglr4,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_450
67,無振り,47,ブロロン,,1Nb4VZR_MDw-qaq2pLZOyADljadFlYFz0,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_965
67,準速,15,ヤドン(ガラルのすがた),,1R0oR1qLqe2TS3D6nSFzBY88kFRfMm9_Y,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_079a
67,準速,15,ウパー(パルデアのすがた),,1GWSpm0_B46Xzje7gBfcrQWoeYjoAzTFj,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_194a
67,準速,15,ププリン,,1xB6RMWO_NKi6QWDpX-1Sf8VJoaHbUOdV,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_174
67,準速,15,タマゲタケ,,1Qz895HtMKr-vVt_pgvAOtL_na6MDQ0WL,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_590
67,準速,15,クヌギダマ,,1Q_HroP_j64FlnQKAe4RfZKVG6ic3qpPd,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_204
67,準速,15,バチンウニ,,10EUG_P725w2Qe_eYaTyF-BVCsmkf57cF,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_871
67,準速,15,スナバァ,,1M6SBXGczTVy1AUdxsoOuvE1T8pB-1rsn,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_769
#N/A,準速,#N/A,ヤドン,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
67,最遅,70,ジュゴン,,1cE2279dA4z7lmIbqQQB6dZrE5PoU9Wh8,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_087
67,最遅,70,メタグロス,,1bCCMgJRGzOPG37KZrqDYgeQxpZUdRz6n,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_376
67,最遅,70,ビブラーバ,,1MDn_-IiSXiVsU1fpMhkWoN_NOYlpYuO7,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_329
67,最遅,70,グラエナ,,1nYVmWk1d3mg2BTZ7fb-F9bImYqeDsgCU,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_262
66,最遅,69,ヒバニー,,1e1gRx6NNihgidVyL59K3wcwIOG6M7v02,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_813
66,無振り,46,ラブトロス(れいじゅうフォルム),,1rkCqW_OboKdY-ZesT0QuRAByaZKO6ii3,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_905a
66,無振り,46,スナヘビ,,1GpTmEpSbdoYPDu2MaIEM65blQxs_flmg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_843
66,無振り,46,アゴジムシ,,1XIx7cIT4N-GDfm1a4snEJ8AGPr_ckdFR,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_736
65,最遅,68,ゴーゴート,,1A1oYhoTbzRJ5uwKZhPc9FUW9buxNzbpD,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_673
65,最遅,68,ハカドッグ,,16rpnQcsEJOAKvNU--qF_sTODxTk-wsL2,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_972
65,無振り,45,ミジュマル,,11ef8IYiRp_tw_QHWNCAvxzoNEbP8d7Y3,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_501
65,無振り,45,マメバッタ,,1GLwe88xY-UlMsLMPYaokZ4ZkCw_-6X7_,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_919
65,無振り,45,ヤングース,,1G_M1eT43Ujrq7PY-JZ2k9A3hEfVn_sjf,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_734
65,無振り,45,デカグース,,1T5dAPhHI_OWCQuoAxxsW_rgbc8AcRel2,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_735
65,無振り,45,プクリン,,1DY2W9Gi2xyV2PtohHU6ZyGMvUiFcpMbo,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_040
65,無振り,45,コリンク,,1RiNpF-uW-G7OCZgd4NMYCMRyVpG5VkGf,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_403
65,無振り,45,モココ,,1HiJ-YvR6T2iAQ6G3lsjO-ZEpk7Cd7eGd,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_180
65,無振り,45,ズピカ,,1EyUnEoXfldcgtTgwqBFSNvpgF6TFX7yP,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_938
65,無振り,45,ハラバリー,,19NdIUK0Q5Lz9DOooqi9DzQHmU7ay2fOq,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_939
65,無振り,45,ノコッチ,,1n_BcPqdEfQ1ehTDz8UPUXxQjCaiFD8k7,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_206
65,無振り,45,コイル,,1KOkfAv8U7_eFycirIy0e-SH5BYKCPo3B,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_081
65,無振り,45,ゴチム,,1EGR_fRO24nKAJHR5SQMkfDuEsG-q4dZt,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_574
65,無振り,45,ラランテス,,15m--yvLVoMRdkYMpko4pRkY_XthWfkB-,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_754
65,無振り,45,ベラカス,,1il2uqOKe8ZBuZZU1BHg-j86R3W46kjsO,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_954
65,無振り,45,コンパン,,1hr0Bn3Q6rWP9m6B4FGJ8IcTitvIhwt0w,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_048
65,無振り,45,ドロバンコ,,19mkA6LR8VY6zHPyvTeVGu5HX93bhziFx,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_749
65,無振り,45,カゲボウズ,,1Ph_R3cNAI0e0U538qBaX7psq5Gr11Cps,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_353
65,無振り,45,ヒドイデ,,1Tvr0ldBqf8iTk-PS4q8pIBiQ1qolHFz-,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_747
65,無振り,45,ディンルー,,1MFDYpXzLRcv6K-W26KPe31W5BaIUq7iQ,0,O,O,X,X,X,X,31,0,1,Pokémon-Icon_1003
65,無振り,45,リーシャン,,1oeaEJyp1cSGmGElHYErfrfMlbapE0JKz,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_433
65,無振り,45,パウワウ,,1ta_xNcaj6Kfuoy4vy-J_XcCOYcEzgmfD,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_086
#N/A,無振り,#N/A,ゴローニャ,,#N/A,0,X,X,X,X,X,O,31,0,1,#N/A
65,無振り,45,ナッシー(アローラのすがた),,1GxcbBftXXQ8YHwuvTdsSedP8nEihTOqu,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_103a
65,無振り,45,ゴローニャ(アローラのすがた),,1fxtnSYAPz3-RRWWPYD9rAJqDNaNqpCsi,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_076a
65,最遅,68,ニャスパー,,1o33BP6JP_kPLkyGgRGhnw9dPKfNZ_a2N,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_677
64,最遅,67,アーマーガア,,1rhmMPAJypsALmqyPhEZXrazGNb74Q_AM,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_823
64,最遅,67,スリーパー,,1QQ--pAuiS5xYYzgoBq_4ZKWMGEskssoY,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_097
64,最遅,67,オノンド,,1d22Z39w_zLECEPW4jk4MJtYK6R32mCwX,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_611
64,無振り,44,カムカメ,,131-nClfT12x6sKDqGB1_JwlUcg2ga6cg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_833
64,無振り,44,ドラミドロ,,1UYAOZxUlg2GNb2nvmoPUnJRS8kewTOJ0,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_691
64,無振り,44,ウデッポウ,,1LkCplIvmiL43L89BCVUN9VP37SgXtRfa,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_692
63,最遅,66,ラウドボーン,,1ikRPZLK0KmJqZj9CjQdlfzKU_UY5V2W8,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_911
63,最遅,66,サシカマス,,1Uv3wrw8AZHu9KwOa_bnkjIlvMSBEyZjl,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_846
63,最遅,66,ケイコウオ,,1QkM84cxaQ-K5vkaFgoCe3k8TO6m5Q9Mr,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_456
63,最遅,65,ヒトカゲ,,10sRbpMS5T5bxeQg-Js6UGolvc36Z3FUe,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_004
63,最遅,65,ヒノアラシ,,1LZ2zxgST_7GmRJqHjpzuwzc9uj5oAlff,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_155
63,最遅,65,ウォーグル(ヒスイのすがた),,1oiEOrsaJr9k_uQ9b-5KLRI175_xKv4BZ,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_628a
63,最遅,65,マギアナ,,1ZCm3vATHDf1ehFA70_tgvuzeQXQaqXiE,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_801
63,最遅,65,サルノリ,,14FXcYnUUB6yB9OnezEZhRrwEGQj66QVp,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_810
63,最遅,65,アヤシシ,,16J5Wj3-zEakl0mVAQKXE_1by5YkfV2OK,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_899
63,最遅,65,ニャオハ,,1_noUKecMQGeiu5LgzBsbcRCDifSD_mjJ,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_906
63,最遅,65,ウェルカモ,,1YRBZEmVRJ193-4r09850f9NsImQ9eevG,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_913
63,最遅,65,パフュートン(オスのすがた),,1eIL64NJs47Bzuo7iUja1jLogmKL2Ius7,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_916
63,最遅,65,パフュートン(メスのすがた),,1lbdFQXISIUftZYKW1xRTs0oE34QiLIPA,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_916a
63,最遅,65,デルビル,,1iEdc9fo2AUBXr_aq1Z7i2TkqzF2Z1Kf3,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_228
63,最遅,65,コロトック,,1tIiiQIM18XVJnDptgPJLAGoGHCkWdJYn,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_402
63,最遅,65,アメタマ,,1uHj0UkMod3m29PSlMQH1HR3lEirrmtkb,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_283
63,最遅,65,パピモッチ,,1Z26I-y0lUL5ZHJwIX43TuXwtOslkJi7J,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_926
63,最遅,65,ペリッパー,,1VI4DUheCh_8IKHtNUoxcx_pMJVcQ40uu,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_279
63,最遅,65,シャワーズ,,1PyJG1AuInHTjIE27wLdjJGwwnykYQDjZ,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_134
63,最遅,65,ブースター,,1S_yLTTu2yEC0kvIjxlW3VeFXlPKIDjeN,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_136
63,最遅,65,ブラッキー,,16wgu7isw6lfA_v0yG_8HtzfHNzb_U3ln,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_197
63,最遅,65,グレイシア,,1CGIusbU8Mohjlf-7JoxklDFwlZrNvdOy,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_471
63,最遅,65,ハブネーク,,1nUc02dkMTKWaelp8FjpbhKqwVKMOUIpk,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_336
#N/A,最遅,#N/A,ゾロア,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
63,最遅,65,ゴチルゼル,,1k_oFWBx9FKI3guoI6771nKkYqcuegdOW,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_576
63,最遅,65,ハッサム,,1GOzGXtB2FiKvQyMpfGu2SEy7IBjGhSgZ,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_212
63,最遅,65,メグロコ,,10RN3YkwRU7v5wWH0rLLXG1QgkJhSBuho,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_551
63,最遅,65,ミミズズ,,1rUcDkMpLyMDjPkxGUI-HgHpxNqSt74Kj,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_968
63,最遅,65,ジュペッタ,,1gSfRH2-CjE37vzqNIzah3wZvCQBLqqX8,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_354
63,最遅,65,ネッコアラ,,1Z0ETUnqplQtMG7dwDNpZgMSkIA_vqjIH,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_775
63,最遅,65,ママンボウ,,1JQga37-x3HHQS23JXi6EX0hU62Q51Twe,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_594
63,最遅,65,モスノウ,,1hBwAVWUajaAir3kw13ZKI2t8RgllswMp,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_873
63,無振り,43,ケケンカニ,,18O6odygcIArizPuFfWAz-YHHIP2E4bxg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_740
63,無振り,43,アルクジラ,,1oJw_dYNcK5LUIOvPH7GuPQlsuxfAFoXb,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_974
63,無振り,43,クワガノン,,1qCmC-3qRAJBRxFDDFbH6OGzXbQrtBSJU,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_738
63,最遅,65,チリーン,,1bHca6QlhJe_zToj_r7YCF8-YhJK9qL2R,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_358
63,最遅,66,モンメン,,1kKMRQYjvb1FleBPIK_5ql7c8mTc9m8vL,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_546
#N/A,最遅,#N/A,ロコン,,#N/A,0,X,X,X,X,X,O,0,0,0.9,#N/A
63,最遅,65,ロコン(アローラのすがた),,173OaFRv3xFCVK94Zb8OWiODCaw57kQ-f,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_037a
62,最遅,64,ブリガロン,,18x-515ZMfWj0YE4SYs6pyWuauPKWN6_y,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_652
62,無振り,42,モクロー,,1xB0VxjUp10A2YVyF66rlAS62Y6N_eEfO,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_722
62,無振り,42,スリープ,,1k6fxaKt9-wdAA7J6LtQzBNvZheS6zQbk,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_096
62,無振り,42,フカマル,,1gqb7R8TdmLbSY_Lsy31QX6P-AQ73Jmb1,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_443
62,無振り,42,フラベベ,,19ZEOSTh4VspX64IrfEBCnwT4Hj9kLxei,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_669
62,準速,10,ウソハチ,,1_YaCxZ53rfPLIcNMCxUf8u4y-UrflItN,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_438
62,準速,10,コレクレー(はこフォルム),,1BRlK3IIqeaV5YBU_w__8RBeFTtO4mXht,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_999
62,最速,5,ゴンベ,,1M0HmycFKEkUWm3ROHLl36v0Z_UFqemvZ,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_446
62,準速,10,ナックラー,,1QsHEoGpr-A5k5XpC006PKCiUx-gDFkWX,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_328
62,最遅,64,マホイップ,,1eiYyEE0JH-B3jU4SC4w66_J-ntR7vb2r,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_869
61,最遅,63,マケンカニ,,1ZtucUGMDtfykNVlqZkVcW7pXrHNObUpw,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_739
61,無振り,41,ヨーギラス,,1XhtyEVllmu-dm7LW5Gt_fLoLxTRq4I2J,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_246
60,最遅,62,ヤヤコマ,,1fDrKKlhJuDUHUcsjBgW_D0ouGerCP9at,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_661
60,最遅,62,アママイコ,,1jclvqfXa24w0XiX8gumEJfKtqPXu3apS,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_762
60,最遅,62,セゴール,,1elAbNLB0J3XfJBw3upoXwGYYIbABvvn6,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_997
60,無振り,40,ヌメイル(ヒスイのすがた),,1vciRlb18V8ycH3sOri3d2u4vAg-qlhnC,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_705a
60,無振り,40,ビークイン,,1cFHVRchlFa45JlsVdAwzY0-OhoKPO8JC,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_416
60,無振り,40,マリル,,1dHko_Kgv8ePUibWCKCp967v_GdvCgMhi,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_183
60,無振り,40,ラルトス,,14nnib8x6pUwUJUaiJDFezdFecVgS2qoa,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_280
60,無振り,40,ゴマゾウ,,1ce0xWDx7-cuKWiv6u4LNRiNoUGPlv5je,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_231
60,無振り,40,ゾウドウ,,1B0tuS4Wo_pIla5sAdqDNLJ5NwEQLBZQt,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_878
60,無振り,40,ゴクリン,,19t07UN3DWuQhOxFVag1cp4gLi_4WV_-e,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_316
60,無振り,40,バクーダ,,1darBinsRUtvxsF5ab3OubFtgdmgscIAq,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_323
60,無振り,40,ヌメラ,,1vIz8f5aTs3h9xQl2JBofS_mqdAuSLZyZ,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_704
60,無振り,40,エレズン,,1fngu8MglkAV6ZeqtMG9RjNQ6aJfOkfaz,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_848
60,無振り,40,ヒメグマ,,1vklR7Aetqsz1XcVwSlL71y16j5Rq4noV,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_216
60,無振り,40,フォレトス,,1IKx2vKBYbPZTxY0a9ydvU1yhAojKhORH,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_205
60,無振り,40,シェルダー,,1dpTIABUWYlZ3tKgwFoub3hzqPSrQlHjt,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_090
60,無振り,40,シビビール,,1yNcW3YwVC-BrOVjL7B5mwTFtDxtlav5c,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_603
60,無振り,40,ユキカブリ,,1-jFIf_QjwTdRrg-nfsE9wlkmQQP8NPCm,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_459
60,無振り,40,クマシュン,,1OLi2qHtXnx2DQUaDy27iTZTogJO27T_w,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_613
60,無振り,40,タマタマ,,1AWVxQNYwxGNNVEGh_zRMKjvaEya-BECx,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_102
59,最遅,61,バンギラス,,18qcMGHhazNpN-s7UCSqDoCuE2KdaYbAl,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_248
59,無振り,39,オリーヴァ,,11wh3m_641BrdBXBSLGIXA2Gjv4ORkmcO,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_930
59,無振り,39,ミブリム,,10DD0lT7EaMdF93dMTbIZQL_87zh2sF_j,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_856
59,無振り,39,トリトドン,,1qkeJA-sOPrCL0iC5hcqfKKvvaCsb1XCu,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_423
58,最遅,60,フタチマル,,1b13Gmkl72AzlHmqh2LlXoCJVE5yoZhxb,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_502
